ID,Yield
ID_XZO6ECCAOC94,949.274
ID_4X2UWYR6RIE2,875.46954
ID_1LVAHN6PZYBS,817.25336
ID_HRAJFKTPCNWQ,2028.888
ID_TK4H5NRKHOE8,361.54514
ID_9U0UBT1J8152,334.34708
ID_3EUKVYT37JOP,277.88937
ID_1499QWPPW755,469.91946
ID_ULWP3J0G860C,364.98224
ID_51FSB3P7RO7F,597.47
ID_FHMVP6OM4GDX,1931.9111
ID_2OICAUFVUF5S,208.09631
ID_ZGCFHIHAIC5U,409.93243
ID_SR592R346POT,1333.0021
ID_IW7UUDAW8LI0,390.41403
ID_UNWZCF6L3JHJ,378.9942
ID_Z4FXX0BNPHCO,697.232
ID_T18YB26T1R72,404.55176
ID_LXZWOINVI194,567.14386
ID_QNQJS14C9JJR,1873.0813
ID_NTPIQUV3J2G6,901.7713
ID_PVQOEEDTISZ0,1.3251483
ID_PNB65ASGG3U5,376.51608
ID_KWPXATBZDX9T,475.9822
ID_0G0F9TOR4IMI,1535.338
ID_FVLMABW5Y6X2,1312.1227
ID_O2PL38IY50T5,1188.1024
ID_CNG8Z00FPPMP,737.2187
ID_641DSHBH8JAF,1089.1046
ID_Y14QXUKOFJ4H,293.2958
ID_DRP3WZV4BNIE,584.6644
ID_TMXV7UW39T80,215.59766
ID_0L8O49SS6MQM,514.05524
ID_UGTG0XQELY2U,410.89532
ID_0YZYA9AXL9Z2,303.68835
ID_KNOK4V0IWVUO,170.52164
ID_YX4DF17Z25RV,418.45575
ID_2YAZXP3AEDVO,341.68896
ID_YNACZPCVVI09,2004.5746
ID_75GYXJW1DYGX,308.13684
ID_YRCMJRFRTU2K,443.23325
ID_1L4WBTHTDQMP,644.7005
ID_RO0XF0TFLRG6,621.7443
ID_NJ7G0SAVDN1Q,338.0831
ID_UFPM6MLG1BJK,54.54291
ID_ULY51B6WQ9FV,1076.0427
ID_CR6L4TL2VEEM,245.71982
ID_4YRSPS7X1V7Q,373.98654
ID_ILQ5YE78E0SD,265.43253
ID_WDNXY8YRA10N,387.42767
ID_WYK6LRWQ21ML,314.73602
ID_EBA4QUGDXB5I,1091.6211
ID_2WCWAKQKRA74,687.81085
ID_FTSIEXKUER9Y,337.16553
ID_64BCOW7PEP3E,160.9961
ID_0N5TFB55JBOB,792.5361
ID_9AE1OJ45UFJ3,531.0982
ID_NJWAR6L7X4Q6,746.47095
ID_W8U6J9PKGGGI,388.6067
ID_WJUUIJMPNLHW,499.28714
ID_S7F4L5OW7OKD,999.0921
ID_Y0OX05BLLQPI,221.63953
ID_XJ7ULGKCALNF,589.58044
ID_8NU1PZBDI5C7,1140.3988
ID_CPPN31R20CBA,553.846
ID_D20Z6VEJBE6K,26.695139
ID_N6RSTF2IR5GL,508.6664
ID_DJBLGDPMS85M,1.169816
ID_34J19EEKSSHY,912.8851
ID_P8MQS1ERUQ9F,294.94055
ID_U07HHH2EG6K1,820.6481
ID_IKAOSO0CFKYZ,178.93599
ID_NHQ2WMFGNBS1,319.21887
ID_FRJ3P7XDG7OV,554.1966
ID_5N0W8ZFFAIQX,464.49838
ID_OFSHZ2KZ1LQ4,-8.170273
ID_A6C1G6XUATUE,147.45326
ID_N99MP1180BJ5,221.7214
ID_D5F8SLVPMZKE,231.53822
ID_49QTISSSNQ0M,639.80493
ID_S1WHDBHNKLYO,342.4764
ID_9YE4VBW3W1WJ,414.0038
ID_7SWZRG2B52YI,376.1306
ID_41XNQZ8M4QXH,361.39014
ID_SIB0PJZQMRBO,347.67822
ID_M47IW492SXOP,213.58485
ID_MTUJW5V02DWQ,753.1896
ID_Y108HSDX00WC,1011.4513
ID_QRD8JCO8QWCF,117.137115
ID_RIP1ZN0ST7I3,9.755342
ID_BPS356NV28J7,991.8495
ID_0KANA1KYEQKW,178.57776
ID_80MMCWDS27VC,1447.1433
ID_CH1WWOXBV7L8,351.3504
ID_PM7YZSDTN1OI,644.3998
ID_FR4XH94DJW50,618.0225
ID_D1IDORABBOBP,531.4539
ID_0BE8BMWG3A68,523.30896
ID_RY2QD5TLB4US,426.48605
ID_S8D99RRNCOMC,1153.0778
ID_YZLW773BTIA3,317.0655
ID_FL8VHWG97QTI,802.7897
ID_JVLT86OR9T15,677.39264
ID_NBSTAXAZ24X0,1037.6664
ID_43VRMQQ5E60F,771.58435
ID_HI4ACMU7M13J,425.6826
ID_UI96L3AE8YXY,594.2042
ID_UXRI6OXKF50S,811.0078
ID_FW06NS2YA7QW,414.07654
ID_RA5OO0JVNOUF,455.29337
ID_EVGU94YQTZWM,155.11537
ID_GHANLFEJN9UW,204.43626
ID_HXBFX8X2DD7B,916.675
ID_KUNLQSF5FM19,559.16437
ID_7XXH76413XNT,613.1626
ID_D58TIQKQLU7Q,359.65967
ID_W5CLRPVGFRKH,979.5369
ID_A3Y0OIB0BE59,373.4924
ID_C74NLELOCNTS,1501.0708
ID_2FIGN89QV44C,69.633995
ID_QN4PJSV2CGSJ,284.7757
ID_V5W6AZBTURWA,411.83563
ID_L6E0GOTVHSCD,678.16614
ID_Q95BUWXK8RM3,175.49802
ID_5TLXCFLTYF1F,456.01254
ID_GLBHSYJG9S5B,1362.9149
ID_3X3YHRC7IIN9,676.96387
ID_5H724YS64665,994.82074
ID_U4Z5RN88FCZM,616.05444
ID_05TGZGOMI6MF,422.03854
ID_0GCZV8RUSZK6,403.58923
ID_UV06K1FM1SB5,429.30124
ID_RCJZ3PORBWFV,37.51327
ID_W1NL5CU9VHQS,440.67993
ID_2WIYFQHMJPYD,718.9113
ID_BFFULEU6PVQ9,115.21846
ID_JN31K11BXQ0E,334.12653
ID_DS40FHVR9R7F,314.75513
ID_DNOT9DTVZ6MQ,760.6228
ID_Z58PO8MMX8YV,741.13043
ID_NEYMBJKFHN1X,470.11554
ID_RND7MNSA6LWV,314.30878
ID_U407VXC7F9NZ,349.40384
ID_ES753BBA75GB,137.53252
ID_APRL4BTWWRW9,320.9
ID_S909ZPBZ39II,258.19016
ID_YYFP9SWEV0U5,1165.3635
ID_25EBTESPBHGZ,717.0646
ID_W0W8TG7XRWE3,228.03699
ID_0FU2BPIOTMVD,740.77954
ID_OF817VW3STNX,476.3429
ID_7QATIJ9YSL1K,1659.7772
ID_LBPW7URC7BBW,603.56464
ID_7WYQ81JCM9V3,163.22412
ID_JGSVOGVN6522,680.15906
ID_TOUB2GY1ZHXT,726.9677
ID_9AJCTSUQG7FZ,536.64496
ID_VKOZPEUVSDI8,631.5358
ID_UG5GQ68S58OW,505.6274
ID_4RB8XK2ZB1IR,822.5887
ID_Z3P4T6K6P2ED,218.68758
ID_VUGTKX63R5P0,361.68076
ID_XMF3Q64FMLBK,497.81396
ID_DTWCZ9G9C8WD,1045.2622
ID_0MNYHJUPIOIT,227.49449
ID_ZGAL960JTO3R,1130.0076
ID_PK835TJNER3I,699.90454
ID_KVGPYMSHB2WJ,313.96326
ID_OWIQYP0I1HGW,1143.1049
ID_7RS2XDILJLBL,390.8581
ID_EDCLK08NMF0N,428.34125
ID_97Y87C3ANP5B,358.9755
ID_D3SKVOTTB4KQ,265.55713
ID_APFVFYM11UU0,1767.1462
ID_TAIVU9LHBYZ8,532.43585
ID_NTR94XDRQIHZ,241.34172
ID_8QCOFS2HXOJQ,409.76108
ID_7ZZVZZH08UWF,429.7412
ID_9NGVV4V11YU2,352.0385
ID_5G8RKC18KLXV,529.4427
ID_BSVRMHEKDQKD,444.9069
ID_6Z12209FUIAT,764.46716
ID_IRBHYP3G7UXU,311.03766
ID_9PH4KNPDDVWS,804.5704
ID_S4G0N1TJEDUG,357.4303
ID_OP7NSDQGR6AE,29.083136
ID_32RIU94UJDHI,1646.0289
ID_85WKQYHE0W5H,1336.1997
ID_2T4I23J42NUP,395.34933
ID_LOJZM912S2TH,488.46204
ID_FQAR45VD4PQ5,685.4798
ID_RA4Y3ZL70BWO,1159.2391
ID_UH3QT7I1O24Q,157.66306
ID_P9OZQ56CX2YO,517.8938
ID_RB24VMV9FIGM,354.05817
ID_XECRIM8DR00Z,1070.8606
ID_EYIQ79MA3T5E,786.88116
ID_B0QBM2S1R9S7,220.11607
ID_1L74BG9P0TKX,768.7567
ID_141KG0TOOCJ6,771.3538
ID_IMKLSNJKVI4P,266.91037
ID_253P6J7D92PW,420.88034
ID_PCC17RCZX06S,401.20108
ID_7MUPVDZE1ZWB,1167.3289
ID_O994OZU1NP7E,591.6455
ID_RFVKSMVILY31,485.4765
ID_MTR7TTJ5LSBE,154.2546
ID_87QM8DS5HSU7,1296.6273
ID_8KXPBLV53NZK,612.2354
ID_LQVS4LC3YRMB,501.32025
ID_ISVACTKT5MAA,386.57156
ID_C64B9DUNSCM1,209.95288
ID_ZXAE37OWUMFI,395.01035
ID_L7Y4MKY66OSL,601.52826
ID_TZ1FUOUR0Y8X,1003.376
ID_D7HMR45HU1ZW,454.69348
ID_UCZXI2H7S2YD,247.03224
ID_7TU75PUQP312,2138.515
ID_4ULCEP364DAF,511.8506
ID_8EOY07K5LOC4,356.0872
ID_NK47MAUWJ8Z5,115.70582
ID_8ZCGIWU6GZLO,289.8849
ID_SNIWSZ237UOD,300.7003
ID_7LDSCZ2OPT0K,537.29
ID_TK2TH4JSJ1KB,227.35054
ID_UUXFZKSR58SC,320.36166
ID_EVACECC6XIW9,1585.5052
ID_U2LSES0Y4I3C,1585.8204
ID_NEGU2TDNC4Y0,194.93042
ID_WCBHSOBP51H1,253.67056
ID_SVRQ4NGZFMMP,899.83234
ID_5TBBUKHYJ1KI,595.5855
ID_4AOR8R30LNOD,419.01257
ID_5XOUKBLNO7AC,460.1269
ID_IQZTM1J018FS,735.302
ID_Q9VXX3O6IZOD,256.73096
ID_HTEQD0S6QIB8,280.1354
ID_0GFT8KE7O9RP,808.7002
ID_SHFI8L6O4DQ3,727.9591
ID_64MUBP88ECF6,374.72784
ID_EHYBYH7QLOSL,164.97366
ID_GTGEI6PS93QJ,1353.8093
ID_TL9C9OJ8G68U,246.40222
ID_SM1GWL52K1F8,460.0749
ID_DZW8R8ONEU66,454.99722
ID_HBDA4P8811S8,856.96704
ID_CJQOTSL074N8,646.91754
ID_KZ0X60V9XQIG,1953.205
ID_0TWFZTV06NYT,656.4215
ID_PVJN35A46C0K,558.5857
ID_D732BOTXBLSI,383.3614
ID_342GB00NU2X8,212.4453
ID_AQUL5HCLWJPM,1229.5336
ID_VU3938I1G9Z0,816.4209
ID_Y2ZY2HDPU6PE,407.60526
ID_SJD77GLF5ZFJ,518.9741
ID_3T35R9QJBF2M,407.02893
ID_NQUTMXXK59YN,533.7589
ID_SV7AFMBC72LB,185.33513
ID_PAPK30H37SIW,898.6364
ID_URRQOVPPCBQ4,214.5209
ID_CQPXYYK4KGB7,328.97598
ID_RJIJXF4OS4RL,4.639801
ID_APUXW8HC4K6B,1269.3612
ID_61Q9C9GGPHDI,1382.7386
ID_ZWZRMNC7OOCV,238.35162
ID_IYKX7HR08L6A,48.051792
ID_AIG281L5ZHU8,213.12605
ID_NHUOZPKIO0BR,395.59967
ID_LLYN4K7KIT4R,432.87427
ID_0TSE5OLEV8WK,386.23895
ID_H992DU9HM8DQ,291.85934
ID_UK0CBXPBQ5RY,1387.1233
ID_RDPY3EBXFJ5O,1128.7506
ID_5L97TY473GY5,1226.4604
ID_5B1X9MC1IFX0,399.02747
ID_ECWVAC40SNWB,2369.0144
ID_OE87AT5TAUEI,1993.5466
ID_XR12GEBM8H2K,1216.0747
ID_LJ2AP4BNL25Y,557.85
ID_LH311ABG9XDL,324.96878
ID_HXONOBB4HD6T,1817.1202
ID_7AOOKABBB6N8,1500.9487
ID_Z17C9TLMF1MJ,217.75093
ID_3PUBL95YQ1AF,779.7159
ID_3RUIBILNO5TH,37.261368
ID_9VMYZE08M98X,781.5718
ID_6SDJYMNC1T2Z,108.66582
ID_61DT371A8JKT,311.91235
ID_R51LYLFQUFIL,797.7837
ID_MJYLQ159US1Y,1018.5907
ID_QQHLY17D6RBD,1238.6364
ID_Y84JBGTU3NGV,649.99963
ID_V8BHOZICY6IF,354.94305
ID_DZ1R5TGC156F,654.53613
ID_UQTR8CQ5LH50,1460.9216
ID_CK56LDNW1478,765.8285
ID_QJGUBXWDDCRS,718.932
ID_H7YHR5OTSNS5,215.56499
ID_8FRJCZZGLIRC,752.7611
ID_U29DLWFB48GG,283.25177
ID_W3OHI7MAVC24,156.36066
ID_1ZY88AN5LZD4,458.4535
ID_OC5EEB6B892L,847.0104
ID_CMWPG2PIB75R,654.0517
ID_NWEI411ITDHM,811.268
ID_G49PUGN2HFAD,314.80746
ID_GSNP1IEZEQBC,532.88434
ID_GJUS6RREHQ81,785.572
ID_7F8MCGYBVNP9,404.61316
ID_0L3CDZHQMEW6,691.61456
ID_WWW8P7C0BWWD,319.63474
ID_K5SN27S6ODNO,868.11316
ID_UFYYFX1MOUMV,625.5394
ID_D0724QR6ZQQF,1560.5526
ID_PMSOXFT4FYDW,2904.5276
ID_SO7VGCA3U32O,569.7433
ID_FRF1EVPIL6HX,810.1178
ID_82CBKU1NDJ0V,1035.4637
ID_RX8DANVXO123,370.2253
ID_ILC9A9DN5G2Z,731.0409
ID_2GDKRWUIWI9Y,158.35014
ID_RBQ5VAV4DJ5G,761.7656
ID_UOQYVR79LGBI,528.9588
ID_K6AD8QUXXR6Y,64.4537
ID_J342KZ43X2VJ,586.186
ID_XPEQ4HVRRQX3,2649.2615
ID_AJUG34L464MU,772.7346
ID_JF3KG0PYDKQF,1881.7462
ID_L9Y3DAFA0E72,560.2896
ID_E6BGEQJGO571,224.74437
ID_SP088I6KHJYU,356.0818
ID_044M7JJ7F7ZH,828.65485
ID_FWCKHCWUI2ZA,379.58423
ID_RYVNAORY2187,237.13385
ID_AKABUF8B09YM,814.5839
ID_S2JJQXZHA1AS,485.74564
ID_4QOOOG43P1EL,1074.6039
ID_X7Y0DSAFDFLN,755.0379
ID_HBHBHNCY4HVH,401.65213
ID_BD6WGXMV0N9M,381.71576
ID_L96Q9Y8ZKZ8E,1237.221
ID_THWRW6UMVR43,313.7136
ID_BORVFDCCKT0H,748.88855
ID_2L25K22ZLQPZ,471.06866
ID_YUL27A9GYMND,463.27783
ID_8MKACM85VSCS,2555.8303
ID_4060CUEUW7HI,361.98547
ID_Q0SM7VK3YP8B,180.82635
ID_KFDMKLKS776M,433.29947
ID_JFSU9KK3JSCO,1757.4985
ID_YDVQY6M9SDE1,360.9573
ID_24UQHTEAU2MZ,362.18646
ID_SGZSFYIOBIN2,573.99536
ID_JNBPHXXIFBMH,369.49515
ID_ZDH7Q9PB2ZFC,356.21222
ID_Z8L5CROZXDD9,694.02045
ID_BFWA63TCREXQ,366.79517
ID_M3DHWRLA56N4,1291.7355
ID_7QNMKE9U82HO,1114.6492
ID_75A7EFD9RIO4,140.79436
ID_ZGRBK42R4LAE,436.15796
ID_E69IMEJ5DN9Q,419.06262
ID_9GU549TH7ZK3,1139.3413
ID_32IOWXYS1DUU,184.69667
ID_055AL1ZL5ZQ3,115.10752
ID_1D24WF1F56XL,220.20052
ID_C8563RHWH4R1,366.29623
ID_FWYXQF7RP0NA,640.77136
ID_RUQF0NVO7GUP,149.3374
ID_U51NJXF1ANRX,299.71164
ID_52E5N2X6YPZC,418.23013
ID_5605KFWD5KLI,668.9052
ID_RP1T12JOZ0W5,469.1353
ID_1NJF183VW7MV,111.11383
ID_YBW0BLUZSB09,572.3079
ID_EMWY1EBQA2OW,10.199826
ID_PRZUQ2CC6YQL,905.99677
ID_DR9MHVZLS2J3,67.46637
ID_F9Z4KJ1ATXQX,447.41272
ID_1IEQS1MMJVNU,1216.1666
ID_Y5OJFJ4ELKBO,1925.698
ID_OYZLWHPXC232,56.86113
ID_RIJPB9ZK7QMJ,470.74545
ID_5YLAHA1RPCLZ,620.39734
ID_7YD43YGQEHAG,218.04494
ID_Z2128MPPJH3I,368.18192
ID_6E9C80EV7UVB,613.6626
ID_V292OF4LJFY6,540.08453
ID_GZWEN5J0753A,168.03215
ID_DZJI74TH27S2,628.7266
ID_VB20G3017OT3,1432.7468
ID_PFR5TR9NSJ44,831.5329
ID_CGEMGXF9GKAN,793.20905
ID_UQN5YELSPFW4,610.1628
ID_9KQ04PBVJQ2Z,665.18036
ID_4XS5DB6R0W1W,2859.9858
ID_0LIP6T5ZSM47,805.5334
ID_EKT3T87PW61E,377.5469
ID_8APYWALBVJJG,644.9913
ID_IZNAGRDXI416,541.57904
ID_O8JW768V2WBT,862.844
ID_QB1EGGOG4PKU,378.98044
ID_QL474TRJZ4KT,304.19412
ID_JS00JMA9OC55,208.87128
ID_KX93WT2WM8KI,505.7771
ID_88T4KAWBOXD2,767.586
ID_AYEXJ449FHYB,229.11928
ID_WAMWUG0WHB97,1100.9276
ID_MNSBZZRLVYAB,512.244
ID_NIO4I0V8DWYJ,114.20157
ID_NIZWE5DL0ZEP,844.38654
ID_9NCKQGLK3SD9,348.58862
ID_5OSGLVZW9D29,860.47815
ID_6XPJZR8ZCIC2,299.45828
ID_IY0SP642OW24,703.4635
ID_RIYH64Y97QRK,875.47614
ID_XSP6B48LKWT8,474.88327
ID_W753O33BW3BB,405.72937
ID_RWJ0XTITY982,2003.4507
ID_EUEIBIX6TBO2,387.33313
ID_WH5AACW8DNG9,263.7107
ID_NKCHBHQGHFQJ,408.40192
ID_55LF7DAPVUM9,426.68927
ID_QCVF1IC80H55,377.0377
ID_TTYI3X4FHRSK,692.36755
ID_FAVZ1A7JE66Y,205.28879
ID_K3QDY7VQTJ4Z,470.9748
ID_SXVSUXY5UZAB,113.61182
ID_5K5QDTT6M6RR,487.04956
ID_LVWYORSZVO3S,270.99167
ID_6ECLIA2352NF,191.52515
ID_W9B36B5RXLXB,1547.2775
ID_FBND5TKBJU4V,294.01666
ID_IEG1EPIW3QJE,614.5813
ID_XBAKEC3FGVOI,301.24176
ID_YX1YSBJPV00F,228.11415
ID_CNJ0199EZ0Z5,214.05171
ID_9HZRXVLF8O7Q,448.53607
ID_N8DOGSGMLEEF,348.62933
ID_QTT6DFO6C20M,235.02011
ID_84TIYB63GU2Q,172.94473
ID_I13964DD6KTD,425.5518
ID_31NJ27Y0VJFL,266.37704
ID_SFCM114U57TL,201.36108
ID_JO7PGDO0GSL6,611.1386
ID_GL342CDVL9P5,451.8956
ID_89HGYIT9L72K,521.4371
ID_GMN55BKSKYR7,1939.7144
ID_IPCZ9G8W2MEV,818.0395
ID_YTTWCTKL25FS,784.2431
ID_RXK77X7AJU1K,432.26355
ID_7DF2UHVO2YDW,578.0904
ID_S8ILQIMNR33S,810.2168
ID_9CZKHNKM1I86,504.68835
ID_QV0YP4S4M4EW,492.81378
ID_6NW6LZZP4YSO,855.6575
ID_11VV8EJUCW0H,2679.502
ID_12B9ODTQEDJP,454.67807
ID_O9F0DSRI883S,328.79092
ID_UGZM1YTX1O1E,480.647
ID_K9QDUU90W0VF,540.0814
ID_NSYRKSMPHBU1,696.5942
ID_VTPNQBR81BM9,639.1649
ID_39OMID9QCOG0,442.99362
ID_1PEZ9AQEX5YZ,571.23254
ID_KMV01O5FI1RE,204.78348
ID_D8YY9UAL3DUU,1222.765
ID_MK1LEGI0K09C,693.0421
ID_SIGZ0JBXQGOV,261.9403
ID_TVKRFN7WM03R,293.87888
ID_0BEO9O1TBGD7,430.9516
ID_0LAUIA0BNIC1,329.2428
ID_J3ASN4NEHJWU,450.00674
ID_E0C4Y5E20718,847.16986
ID_42C9CZBA94GA,255.91661
ID_YR8ZM2POXIMW,197.3315
ID_CI5T4HTPFSD5,2343.34
ID_A43CG1H8ISRO,434.42676
ID_3CEHUW3S0G0K,970.7458
ID_TXB3AVJR817F,448.6294
ID_EARHOHWMJBZN,849.7912
ID_3VLU0ZG4HZCJ,343.03076
ID_BXY0XWQ3PB64,767.29266
ID_QRR9XFG9T842,557.1711
ID_EUX6TSC8JHCM,346.61008
ID_QFOI09YR3VXI,423.96478
ID_YV25FQOXZ8MV,0.7285612
ID_7FQESEUZAD3Z,322.16452
ID_CNWL7DTP3YX4,320.03354
ID_T55BT4VODB0E,181.02188
ID_RV1AQV8A2YO5,987.31793
ID_4LD71OA2HWJA,407.70328
ID_MURY55Z0UGAN,325.28494
ID_N2FMG5146H3F,277.1213
ID_UTINEMLC3YZ8,356.69272
ID_2YV5CPEX8PQX,990.143
ID_G04CAJF9PJPJ,320.06323
ID_VQQC20SF8PFA,287.6468
ID_XLERVZJLB89L,557.15704
ID_55VQDPWDVUJN,1027.6196
ID_ZQ8CAFATMFQ4,197.78368
ID_G0F3TN5NG6BH,268.93674
ID_PF85WDFZ5SIC,339.95667
ID_LPA096T2PA37,336.47012
ID_TOJV71OD5IJA,517.75586
ID_OC71Q8G1PU9X,696.4518
ID_ALXWTRGLKYET,463.03925
ID_L25QRS7Z1I48,648.7797
ID_ZJX6UR06AOQN,155.14423
ID_J18Z7G8MKNNW,876.93555
ID_A1FRWN0WLOW3,626.4678
ID_1WMN80LOMPYX,630.484
ID_PN8SLC70UAFU,420.93414
ID_Y0VLNN9FFCDB,1143.356
ID_KSNG2EHQWVN2,1630.1631
ID_6W3UCOWAIKFY,231.84279
ID_SAMIPB6FVS35,613.2493
ID_5XWLZR0M55MG,726.36633
ID_XS38KEFXELD5,437.94843
ID_59TDKRUHGJTU,406.26328
ID_LA52IZ1MKC63,143.77477
ID_HUS8E1K54UTE,652.1791
ID_I13GK4NJXW16,1255.3474
ID_VNANLNWRQBB6,523.86816
ID_S9RY48JU1EY7,641.20496
ID_4STCBR16P9VP,1105.6172
ID_8975M70FEDGV,1466.5599
ID_DUBR80BZKU6Y,311.1152
ID_MAEEJ3FRNXBQ,327.1637
ID_H4AAIXVXUTIW,1758.6638
ID_9O8JMRL331Z1,244.48398
ID_NGSCERQ2QDX4,421.9981
ID_6LCF9GFNTUHP,347.88214
ID_P1FUZAFI9H4Z,756.248
ID_98FVLR8JYSIK,880.9362
ID_21Q3Q5YNLZZX,714.7039
ID_PBBKRFRQIL4M,334.70084
ID_XUQ4DJPJN922,379.07227
ID_XN9SQO2E71Y5,375.85742
ID_16EL4RBE07V4,429.3164
ID_J9A3XKAY092U,467.2065
ID_SI3U6TVMFSLR,1522.0626
ID_MZPNEAO40UOF,633.2508
ID_JMOP4XUA0I7Z,386.0036
ID_3K7O1OS7SC87,882.1319
ID_1FKKC1Y469H8,486.60492
ID_KLWMKKI8XBMZ,400.94965
ID_INV1UN5XSNO4,431.5693
ID_FCP0ZRWKWL2B,1227.913
ID_L7DSNSBA5RQQ,240.21844
ID_SECEK6SG1NI8,2268.5312
ID_ZZH6SDGIBPVQ,787.8377
ID_NKCBC5AYF2O5,839.8415
ID_HCUH5OSOLYNC,444.87704
ID_P2YVKXAWU6J2,805.7991
ID_H5DAKY1IT85H,1466.8434
ID_FN2NLEWDMB6D,318.31653
ID_FQRTZI314E4V,2004.5476
ID_605VN4QHNIDI,368.6435
ID_J9MMOAJFJ2J9,373.2204
ID_2N51RJM7IWTE,479.73038
ID_G7LKS3J2NRV9,592.1663
ID_B75HPYZV9PLR,896.6805
ID_IJFSC215A8T5,256.2099
ID_XUJ8JAS1QTG5,126.41046
ID_OC29SB0GECK9,385.6973
ID_0ZW1XY8NZ5AA,131.54256
ID_XUYVTZH1U6V5,554.0354
ID_TUQ7O8VZEO8Q,1148.126
ID_XL5X7DAJMM1B,394.67258
ID_6GOHOWR9UQEB,556.91296
ID_OSG7JPS4CTQ6,638.7619
ID_TYWY3ZJA2J5I,1922.5349
ID_E8R8OU0PL6KU,1003.6732
ID_NVSZ1QLGBUT6,368.71158
ID_B6DWB2FSMPKC,394.17392
ID_P0UJZBSPVHUE,1256.6814
ID_O9LKW41W3CE6,265.84192
ID_APVY0ZAA2T96,316.8877
ID_DXH0G1YZBCCY,789.43134
ID_50FMQ8VLWTYD,1109.9352
ID_MPXG6OFK28RA,1258.0566
ID_KO5Q9YHKSLDL,756.8754
ID_5RN40WEWP1EL,594.7213
ID_C22JIXZIZSL4,418.74832
ID_9DQB1KQZBTV8,305.7074
ID_CQHWUNCL5PCX,452.0832
ID_J5OEXVDCNB0P,757.9889
ID_RDH6HLOB2U92,296.92
ID_8TPHQ60JF6EX,410.67078
ID_1PB93FWUQFQB,315.3209
ID_3N976J1OGQLO,676.1538
ID_7KUFT15M92QJ,473.73923
ID_PCCPOOUSGB06,195.43297
ID_3FRDNPVY5FNP,1792.9893
ID_BK9ZR4TDE7NZ,568.59894
ID_OUWYLUIH2R51,499.2042
ID_L5ZLQMRH6KKF,597.9107
ID_Q4UW4DG55OJW,682.4356
ID_OYF1ASPZJQNP,522.0084
ID_GZUUS62OBWF1,1278.5974
ID_KKZDBKDWVPID,353.30783
ID_YCYMKBL2CA1K,356.80984
ID_KHTP23X20T5I,416.33337
ID_PVCGOZWIYCRW,1802.8557
ID_32NAED58MFBN,926.90875
ID_N20MRZDYH6K2,818.3512
ID_DBTQY3BIX7K1,311.54364
ID_VXHEQJCSAEGO,351.67535
ID_1UBFDMDD35E0,404.15457
ID_UTQLHUO15C6P,1290.7112
ID_KUQSQP4UEPNX,2408.7568
ID_NG1BV8SLDLT6,235.64323
ID_3WE5BFF4QQ07,386.6276
ID_OJCKZSAW11FT,813.7116
ID_01FMRJ8CZ1B9,291.30194
ID_UFCY75JEV9LT,344.90228
ID_2EZWQR6H2KMD,819.60333
ID_VDBLFDMIL8NG,762.6769
ID_AT56XBOIGQNE,984.65625
